ID,urgency,category,complaint
391,Not Urgent,Keamanan dan Ketertiban,"Di jalan Joyo Raharjo, jalan yang lebarnya hanya sekitar 3 meter, ada banyak mobil yang parkir sembarangan baik di siang hari dan malam hari. Dampak parkir sembarangan tersebut sangat dirasakan pada siang hari. Semoga dengan adanya laporan ini, ada tindakan yang dapat mengatasi masalah ini. Terimakasih"
392,Urgent,Infrastruktur,"Jalan Lintas Provinsi daerah Bangkalan - Sampang tolong diperhatikan, musim hujan banyak lubang sangat berbahaya bagi pengendara sepeda motor."
393,Not Urgent,Lingkungan,"Saya dan teman-teman saya merasa sangat dirugikan oleh perokok di jalan raya. Bukan soal asapnya, melainkan soal abu yang terbang ke arah kami. Kalau kami disuruh menutup kaca helm biar tidak kena abu, kenapa perokoknya tidak merokok sambil menutup kaca helm saja?"
394,Urgent,Infrastruktur,"Mohon perhatian dari GM / Pimpinan PLN wilayah Jatim , listrik di wilayah Kecamatan Tanah Merah , Kabupaten Bangkalan Madura kerap sekali padam, angin sedikit padam, hujan tidak deras padam. Mohon atensi pimpinan PLN terkait masalah ini. Terima kasih"
395,Urgent,Infrastruktur,"Tolong dinas terkait Tepatnya jln raya sumobito-kesamben jombang di dsn watudakon.. Jalannya sungguh memprihatinkan. Terutama pada adik² kita yg berangkat/pulang sekolah,, karna jalan yg di lewati seperti itu.. ke pihak terkait atas jalan tersebut agar bisa di perbaiki.."
396,Not Urgent,Infrastruktur,"Assalamualaikum saya ingin menyampaikan pendapat saya tentang kurangnya tempat terbuka umum yang terdapat di kota Gresik. Kurangnya penataan tempat terbuka hijau yang bisa dinikmati bersama keluarga maupun ngobrol. Saya ingin usul tempat yang dikelola Dispora Gresik terutama di UPT wahana ekspresi pusponegoro 1. Kantin di sebelah barat deretan kantin yang berjumlah 20 stand hanya 1 yang buka yang lain tutup sudah bertahun2 mangkrak bahkan buat tempat tinggal orang (dikarenakan penyewa adalah orang yang berwenang di Pemerintahan ) yang tidak menyewa namun setiap ada yg ingin mengisi kantin ditarif setara tarif swasta 2 . Tempat bermain anak ayunan dan lain-lain, sudah rusak total hanya ada semak belukar yang tak terawat 3. Pkl yang disewakan Dinas yang tidak pada tempatnya (didepan gedung ) sehingga menjadi sangat kumuh . 4. Alangkah baiknya kantin dihilangkan saja dan diganti menjadi bangku ataupun tempat parkir ataupun arena joging yg dapat dinikmati semua orang 5. Atau dipindah disisi barat bersebelahan dg SD yg dapat sebagi kantin sehat sekolah 6. Peran satpol pp harus jaga ditempat2 terbuka (pam ) layaknya piket termasuk di stadion dan wep. 7. Semoga laporan saya disini menjadi bahan pertimbangan agar Provinsi mau membantu mengarahkan agar kami warga kabupaten Gresik bisa menikmati falsilitas Pemkab minimal tempat terbuka hijau yang layak 8. Semoga Pemkab bisa mengelola sendiri tanpa harus mencari keuntungan pribadi dari sewa lapak maupun sewa gedung . Soalnya perawatan saya yakin sangat mahal namun tidak dapat dinikmati semua orang menjadi tempat yang nyaman . Terimakasih."
397,Urgent,Infrastruktur,Mohon bantuannya. Lampu penerangan jalan di Alas Jalin tepatnya di dusun Pakah Jl. Kragan - Rembang - Surabaya banyak yang tertutup oleh ranting pohon yang sebenarnya lampu penerangan jalan terang menjadi gelap yang mejadikan jalan semakin gelap. Mohon bantuan untuk dapat dibersihkan sehingga jalan menjadi aman dan terang. Terima kasih
398,Urgent,Infrastruktur,"Pelabuhan kalianget, sumenep rusak berat, jembatan rusak akses penumpang rusak dan tempat bersandar kapal padahal pelabuhan ini merupakan pusat kegiatan ekonomi dan mobilitas masyarakat sumenep ke pulau-pulau yg ada di sumenep dan jawa timur seperti jangkar dan banyuwangi. mohon pemprov jatim segera menegur bupati atau melaporkan ke pusat agar segera direnovasi."
399,Urgent,Infrastruktur,Mohon Pemprov Jatim dibantu perbaiki jalan menuju stasiun kereta api. Terutama Stasiun Papar di Kabupaten Kediri yang akses jalannya melalui sebuah gang penuh batu dengan sebagian jalan yang tidak teraspal. Mohon segera diperbaiki demi kelancaran mobilitas warga Jatim. Terima kasih banyak Pemprov Jatim.
400,Urgent,Infrastruktur,"Selamat malam, Kondisi jalan diruas Jalan Nasional Ir.Soekarno Hatta Kabupaten Tulungagung sudah bertahun-tahun rusak,berlubang,dan bergelombang penuh dengan tambal sulam yang tidak rata,sudah banyak pengendara kendaraan roda dua maupun roda empat,mulai dari pengendara roda 2 terjatuh akibat terperosok lubang,pelek penyok,truk patah gardan/as roda,tolong untuk instansi terkait untuk menindak lanjuti laporan saya. Terimakasih."
401,Urgent,Infrastruktur,"Jl.Raya Brenggolo - Gurah banyak yang berlubang dan jalan tersebut merupakan penghubung antar kecamatan yang menuju ke kota/Monumen Gumul dan sering di lalui truk pasir, batu atau bus wisata. Kerusakan mulai sepanjang dari polsek plosoklaten hingga monumen gumul"
402,Urgent,Infrastruktur,"Tolong perbaiki jalan berlubang di jembatan Kalianak Surabaya,, rumah saya depan jalan berlubang tsb sering di lalui truck sehingga sangat berisik dan menggangu dengan suara2nya sedangkan di rumah saya dengan ibu saya yang sedang sakit .. tolong untuk segera di perbaiki agar suaranya tidak menggangu"
403,Not Urgent,Pelayanan Publik,"Saya ingin mengajukan anggota keluarga saya karena tidak pernah mendapatkan bantuan sosial, entah bentuk uang maupun barang. Tolong bantuannya"
404,Not Urgent,Infrastruktur,Mohon diperbaiki PJU Tenaga Surya di Jalan Provinsi......Jalan Raya Sarangan Dusun Kwarigan Ds.Sidorejo Kec.Sidorejo Kab.Magetan karena sudah lama mati dan tidak ada perbaikan..untuk penerangan jalan raya ..mtrnuwun
405,Not Urgent,Pelayanan Publik,"Dari mulai pemesanan darah FWB yang tidak diprioritaskan, hasil BMA yang harusnya 2-3hari menjadi hari 8 hasil baru keluar. Respontime hasil Lab dan respon Dokter Penanggung Jawab yang lama Kondisi awal masuk Soetomo tidak ada penyebaran kanker ke paru-paru. Karena pelayanan yang lama dan harusnya SOP di RS penyakit seperti leukimia yang belum diobati HARUS diprioritaskan Menyebabkan penyebaran sel kanker ke organ lain"
406,Not Urgent,Keamanan dan Ketertiban,"Parkir liar di depan toko indomart lebih dari 1×24 jam, dan mengganggu area parkir di depan toko"
407,Urgent,Sosial dan Kesejahteraan,"ini bagaimana bu dg sistem perolehan bantuan.. apakah memang dipilih2 oleh RT atau bagaimana, masalahnya di tempat saya yg dpat hanya orang2 kaya, yg rumahnya tingkat bahkan gurupun dapat.. sedang hunian saya yg hampir roboh tidak dapat.. saya heran dg semuanya ini, tolong segeran ditindak lanjuti semua ini supaya yg memang berhak bisa bernapas lega.. jjur kami ada cemburu dg smuanya itu.. alamat DARMOREJO 6/7/8.."
408,Not Urgent,Pelayanan Publik,"Saya adalah customer di salah satu lokasi operasi pasar lumbung Jatim yang lokasinya di kec.Kalirungkut tepatnya daerah pasar soponyono Rungkut saya sangat menyesalkan kejadian hari ini di mana antrian pembeli banyak dan di iringi hujan petugas menghentikan penulisan nota hanya Krn bag.distribusi barang setelah nota di bayarkan kewalahan dan juga Krn menunggu barang datang lagi ...seharusnya system nya bs lebih bagus lagi dan seharusnya para petugas bs memprediksi dong brp stock mereka dan brp nota yang sudah di terbitkan...alhasil kami hrs menunggu antrian yang stuck krg lbh 45 menit ...Alhamdulillah saya pun kliyengan sedangkan masih banyak ibu2 yang lebih tua dari saya kasihan sekali kan?Mohon Maaf Bapak/Ibu Kami di sini pembeli kami bayar meskipun kami dapat harga lebih murah dari swalayan tapi Tdk gratis ..tlg dong perbaiki system penjualanya gmn yang bs sama sama mudah,Oya ada lagi yang mau Sy sampaikan dari awal saya ikut antrian saya sudah srg sekali berpikir knp ya team penjual Tdk di bekali dengan alat2 yang memadai spt speaker sehingga Tdk perlu berteriak2 lalu salah satu dari pembeli ada yang menyambung lidah memanggilkan nama yang di panggil oleh petugas dan kalkulator untuk menghitung bukan memakai kalkulator hp.Sekian Aduan dan uneg2 saya semoga bs menjadi sedikit masukan ..."
409,Urgent,Pendidikan,"Halo cettar Jatim. Saya Ingka Sekarlet Arabela usia saya 18 tahun warga desa Tembokrejo Muncar Banyuwangi. Sebelumnya saya minta maaf, tapi saya tidak tahu lagi harus bagaimana. oleh karena itu Saya ingin mengeluarkan aspirasi saya mengenai bantuan Kip-K untuk saya bisa lanjut kuliah. saya lulusan SMK tahun 2022. Dengan kondisi ekonomi keluarga saya yang serba pas pas an karena bapak saya sakit stroke, tetapi saya ingin melanjutkan pendidikan saya di bangku kuliah. Mengetahui adanya bantuan Kip-K sejak di bangku SMP saya mulai daftar yang katanya harus mengajukan lewat desa sampai beberapa kali untuk pendaftaran DTKS sampai sekarang tidak ada hasilnya. Saya juga sudah mendatangi dinas sosial kabupaten Banyuwangi namun pihak dinsos mengatakan harus lewat desa. Saya sudah berulang kali mendaftar di desa tapi kalah dengan orang dalam yang tahu jalurnya, bahkan banyak orang orang yang menurut saya tidak memerlukan bantuan tersebut tapi mendapatkanya sedangkan masih banyak yang jauh lebih layak untuk mendapatkan. Saya mohon bantuannya dan pengertian bapak ibu. Terimakasih"
410,Not Urgent,Pelayanan Publik,"Terima kasih pelayanannya, Sy hari ini mengurus pajak 5 tahunan di samsat sby Barat, alur pengambilan formulir, cek fisik, loket 1 aman. Lanjut ke loket dua, khususnya Kasir, udah kebuka 3 Kasir tapi lama sekali lebih 1 jam pelayanan. Udah terpasang digitalisasi namun, apakah udah ada alternatif lain untuk masalah ini karena listrik mati lebih 3x. Mungkin sinyal yang memengaruhi data Kasir. Mohon perbaikan karena ini membuang waktu kami. Terimakasih"
411,Urgent,Infrastruktur,"Selamat siang Bapak/Ibu Kepala Dinas PUSDA Jawa Timur. Kami ingin melaporkan bahwa terjadi longsor pada pondasi jembatan penghubung di kampung kami di Jalan Simpang Megamendung, Kel. Pisang Candi, Kec. Sukun Kota Malang yang menyebabkan jembatan keropos dan membahayakan warga sekitar. Jembatan tersebut merupakan satu-satunya akses terutama bagi kendaraan roda 4 dikarenakan jalan kampung yang kecil dan satu arah. Longsor terjadi di sekitar pertengahan Bulan November 2022. Sebelumnya sudah beberapa kali dilaporkan kepada DPUPR Kota Malang, yang terakhir kali pada 12 Desember 2022. DPUPR Kota Malang menyatakan bahwa perbaikan terhadap jembatan tersebut merupakan kewenangan dari Pemerintah Provinsi Jawa Timur. Permasalahan jembatan ini sangat mengganggu akses bagi warga kampung sehingga kami mengharapkan perhatian dari Bapak/Ibu. Terima kasih atas perhatiannya - Warga RW 08 Jl. Simpang Megamendung, Pisang Candi, Kota Malang"
412,Urgent,Infrastruktur,"Yth bapak ibu ditempat Saya mengadukan jalan rusak yang berada di kabupaten malang, tepatnya jalan menuju bandar udara abd rachman saleh Kab. Malang 1. Jalan Raya Wendit - jalan depan indomaret wendit rusak (aspal mengelupas dan lubang cukup dalam) separuh jalan karena air menggenang ketika habis hujan dan tidak bisa segera surut 2. Jalan Abd Saleh (gapura patung pesawat), ada drainase yang melintang tepat dibawah gapura, namun kondisinya terlalu rendah karena aspal yang sudah terlalu tinggi, sehingga seperti lubang ketika dilewati kendaraan terutama roda 2. 3. Sepanjang gapura patung pesawat sampai alfamart jln abd saleh, banyak jalan berlubang cukup dalam baik sisi kiri atau kanan dan tidak ada tanda khusus 4. Ketika malam hari, lampu penerangan jalan sering tidak menyala dan karena rimbunnya daun pohon, cahaya lampu penerangan juga tertutup. Kendala tersebut menurut kami menjadi pandangan kurang baik untuk semua warga dan sebagai salah satu kebanggan Kab. Malang karena memiliki bandar udara namun kesan yang dilihat adalah akses jalan tidak terawat dan diperhatikan dengan baik. Mohon bantuannya bapak ibu, agar kami pengguna jalan merasa aman dan nyaman, bukan sebaliknya merasa kawatir dan was-was. Terimakasih"
413,Not Urgent,Transportasi,"Mohon pemprov jatim untuk mengirimkan surat ke dirjen perkeretaapian, untuk meronovasi stasiun kertosono, yang dimana menjadi segitiga yang menghubungkan kearah kediri dan jombang, untuk dirwnovasi agar lebih respresentatif lagi dan siap untuk menyambut pemudik"
414,Urgent,Sosial dan Kesejahteraan,"Assalamualaikum wr wb bu khofifah dan pak emil selaku gubernur dan wagub, bgini sy ingin melaporkan sistem penggajian non asn di dinas lingkungan hidup kab. Jombang yang hingga kini tdk ada kenaikan gaji untuk kelayakan hidup bagi petugas kebersihan yg sudah berpuluh tahun mengabdi hanya digaji 800ribu/bln tnp tunjangan apapun. Mohon Ibu dan bapak menyidak dan sy berharap dapat mengubah nasib petugas kebersihan lebih layak dari segi gaji sesuai pengabdian. Terimakasih mohon ditindak dan dibantu untuk petugas kebersihan kab. Jombang lebih baik perekonomiannya. Wassalamualaikum wr wb."
415,Urgent,Infrastruktur,"Selamat pagi, saya mau mengadu kan untuk jalan di Singosari, Malang. Yang tepatnya di Jl.siwalan,Klampok,Singosari,Malang. Amat sangat rusak sudah beberapa tahun ini. Dan tidak ada perbaikan. Padahal jalannya sudah sangat hancur hingga tinggal pondasi batu""an. Sudah berkali-kali ada warga yg terjatuh. Mohon menjadi perhatiannya dan segera diperbaiki. Terimakasih"
416,Urgent,Infrastruktur,"Hallo admin, saya warga desa mojorejo kecamatan wates kabupaten blitar prov jatim , jalan di depan rumah saya dari pertama ada belum pernah di aspal atau cor beton. Padahal untuk jalan"" kecil di dekat rumah saya sudah di aspal. Dari perangkat desa tidak ada jawaban yang memuaskan sampai saat ini. Saya sebagai warga yang awam tidak begitu paham untuk proses pengajuan jalan. Jadi mohon pencerahan nya yaa?"
417,Urgent,Infrastruktur,"Selamat siang, saya mau melaporkan bhwa ada jalanan rusak di daerah Sby barat tepatnya di Pakal Beji PDAM mengarah ke jln. Randu Padangan, Gempol Kurung, Banyu Urip Kidul, Ngablak Rejo. Setahu saya utk jln rayanya itu masih area Sby. Jln rusaknya kira-kira 300 meter panjangnya. Kondisi jalan disini cukup parah apalagi stelah hujan deras, byk genangan dan jalanan becek parah karena cmn di uruk sama pasir. Adapun urukan gragal tapi batunya besar2. Mohon utk pemerintah bisa ditinjau di lokasi dulu dan segera ditindak lanjuti karena saya tiap brgkt krja slalu berpapasan dgn ibu2 bonceng anak2nya dan ga jarang juga sring liat kena kubangan jika abis ujan deras. Terima kasih"
418,Urgent,Infrastruktur,"Selamat siang, nama saya Rizal. Saya mau lapor adanya jalan yg rusak di Sby Barat tepatnya di Jl. Beji PDAM yg mengarah ke Randu Padangan, Gempol Kurung dan menganti. Jln ini adalah akses utama utk keluar ke jln raya & jalannya sangat rusak, apalagi stelah turun hujan deras byk genangan air, becek, licin karena cmn di uruk pasir & gragal. Mohon untuk dicek ke lokasi dan segera ditindak lanjuti demi keamanan & kenyamanan warga sekitar/para pengendara motor & mobil. Kasihan utk ibu2 yg bwa motor sambil bonceng anak kecil, apalagi kondisi jln ketika basah dan licin sehabis hujan deras. Panjang jln yg rusak kurang lebih 200-300 meteran. Saya berharap untuk segera ditangani, terima kasih"
419,Urgent,Infrastruktur,"Pak bu mohon maaf jalan di kabupaten malang tepatnya di malang selatan kepanjen ke arah Donomulyo kondisinya rusak berat , apakah dari pihak pemerintah kabupaten tidak ada inisiatif untuk membenahi , karena sudah banyak yang menjadi korban akibat jalan jalan berlubang tersebut tergenang air , saya harap pemkab malang segera membenahi"
420,Not Urgent,Sosial dan Kesejahteraan,"Pengen dapat PKH ataupun bantuan lainnya karena selama ini tidak pernah dapat bantuan sama sekali,minimal anak saya bisa dapat keringanan disekolah agar bisa sekolah sampai lulus"
421,Not Urgent,Sosial dan Kesejahteraan,"Selamat malam bu gubernur Mohon maaf bu, didaerah saya kota dan kabupaten blitar kok tidak ada pendataan terkait dengan penerima berbagai macam bansos? Dampaknya penerimaan bansos tidak merata. Mohon untuk diperhatikan bu, mengingat inflasi juga semakin tinggi"
422,Not Urgent,Sosial dan Kesejahteraan,"Mohon infonya bu gubernur, terkait dengan segala macam bantuan dampak inflasi. Didaerah saya kota dan kabupaten blitar, tidak ada pendataan lebih lanjut terkait penerima bantuan sehingga yang mendapat bantuan kurang merata. Terima kasih atas perhatianya"
423,Not Urgent,Pendidikan,saya Mahendra mahasiswa dari kabupaten madiun yang berkuliah di malang. untuk mahasiwa daerah sperti saya apakah dari pemkab tidak ada program beasiswa untuk mahasiswa kabupaten madiun ?terimaksih
424,Urgent,Infrastruktur,"Mohon bantuannya, kabel listrik ini turun dan mengganggu akses jalan masuk ke Restoran Botanika, Jalan Kertajaya Indah Kota Surabaya"
425,Urgent,Infrastruktur,"Selamat pagi, saya ingin mengajukan pengaduan tentang jalan trotoar yang rusak, Tepatnya didepan Restoran Botanika jalan Kertajaya/Manyar. Mohon segera dinas terkait merespon aduan saya untuk diperbaiki demi kenyamanan dan keselamatan bersama. Terima kasih"
426,Urgent,Sosial dan Kesejahteraan,Selamat siang bapak/ibu sy nasiyahi alamat dusun takben penyepen kec jrengik kab.sampang madura jatim no kk sy sudah terdaftar di kemensos jatim tapi hampir 4 tahun tidak dapat bantun bansos apa pun apalagi kartu PKH saja gak dapat sy laporan di dusun dan kecamatan jugak sudah malah dimintai foto copy KK dan KTP berkali kali tapi tetap saja sampai hari ini gak dapat bantuan apa pun mohon penjelasanya trimakasih
427,Not Urgent,Pelayanan Publik,"Mohon izin bertanya min, jadi begini ijazah saya terjadi kesealahan nama orang tua. Untuk nama di KK dan ijazah berbeda . Untuk penyesuaiinya itu diurus di dinas pendidikan atau dukcapil ya min.terimakasih banyak ya min."
428,Not Urgent,Pelayanan Publik,saya tidak bisa memperoleh layanan pajak gratis driver ojek ditolak dengan alasan kendaraan saya atas nama orang lain yang tidak satu kk
429,Urgent,Keamanan dan Ketertiban,"Pungli cek fisik kendaraan di Samsat kota Kediri, memang petugas gesek tidak meminta secara langsung, sudah bukan rahasia umum lagi bahwa tarif gesek nomor rangka roda dua Rp10.000 dan roda 4 Rp20.000 Tolong ditindaklanjuti"
430,Not Urgent,Sosial dan Kesejahteraan,Assalamualaikum wr.wb Saya hanya ingin menanyakan tentang BSU.suami sy satpam d bawah naungan aursosing sebuah pt.suami sy jga masuk dlm bpjs ketenagakerjaan.yg sy tanyakan kenapa suami sy tdk mendapat bsu sedang anggota yg làin mendapatkan.bahkan yg bsu yg dulu hanya satu kali dpt sedang yg lain ada yg dua kali dpt.gaji suami sy lewat bank permata bukan bank himbara.apakah itu mempengaruhi jga.mohon infonya terimakasi. Wassalamualaikum wr.wb.
431,Urgent,Pendidikan,"Salam Ibu Gubernur... Izin menyampaikan, bahwa Pungutan Sekolah tingkat SMK masih terjadi, dg nama Iuran KOMITE setiap Bulan mirip SPP. Dengan dalih untuk mencukupi kekurangan dana BOS dan BPOPP, mk pungutan wajib tiap bulan diadakan. Ini jelas bertentangan dan melanggar UU Komite Permendikbud no 75/2016 Ps. 12 ayat b. Lokasi di SMK NEGERI 3 Surabaya. Mohon di tindak dg tegas... Terimakasih."
432,Not Urgent,Sosial dan Kesejahteraan,"Bansos BLT BBM kok di kasihkan kepada warga yang dapat sembako , apa tidak mau mendata lagi, , harusnya di bagikan ke pada warga yang lain, jangan di kumpulkan ke warga yang sudah menerima bantuan sembako , ,"
433,Not Urgent,Pelayanan Publik,Bagaimana jika NIK saya dan anak saya yang ke 1 masih terdaftar di KK yang lama. Sedangkan suami dan anak ke 2 terdaftar di KK yang baru. Padahal KK baru terbit sudah 2 tahun.
434,Urgent,Pelayanan Publik,orang tua saya tdk berpenghasilan .hampir tdk bs mencukupi kebutuhan. ..tdk menerima bantuan apapun untuk meringankan beban hidup ....tolong pemerintah kasih kami bantuan
435,Not Urgent,Pelayanan Publik,Sepetinya sistem pendaftaran itu semacam undian Dr mulai gelombang 1-3 hasilnya anda belum berhasil
436,Not Urgent,Sosial dan Kesejahteraan,Slmt pagi.assalamualaikum wr.wb Mau tanya apakah bantuan APBD pemkab semua masyarakat berhak mendapatkan nya atau cuma pilihan? /orang apa /KK? Dan apakah bantuan dana desa itu juga yang berhak mendapatkannya menyeleruh atau cuma pilihan? /KK atau /orang? Terima kasih
437,Urgent,Infrastruktur,"Perumda Tugu Tirta milik Kota Malang semakin hari semakin membadut. Pertama, di tahun ini, rutin terjadi kebocoran di pipa Pulungdowo dan sekitarnya yang mengakibatkan pemutusan air selama 3-7 hari. Rutin tiap awal bulan, terjadi fenomena tersebut. Kedua, mulai hari Jum’at 9 September 2022, aliran air di area Wonokoyo, Bumiayu, Kedungkandang, Tlogowaru mati. Alasannya? Tandon buring atas kering akibat diputusnya aliran Sumberpitu yang ternyata Tugu Tirta NUNGGAK sembilan bulan kepada Kanjuruhan. Tolong Pemprov memberikan audit dan perhatian khusus terhadap kinerja Perumda air badut ini. Kami selalu dizolimi. Solusi sekadar ngangsu banyu itu pun tidak setiap hari truk tangki datang. Mengadu ke Pemkot Malang beserta Walikotanya, ya tidak ada respon. Sibuk bersolek di Kayutangan dan daerah pusat Malang."
438,Urgent,Kesehatan,"Pada tanggal 6-6-2022 suami saya mengalami kecelakaan kerja dan harus segera di operasi buka tempurung kepala di karna kan ad pendarahan &retak tulang tangan sebelah kanan, dan perusahaan suami lepas dari tanggung jawab sedangkan suami di tidak mempunyai BPJS ketenagakerjaan, dan mau mengunakan BPJS kesehatan tidak bisa dikarenakan keterangan awal masuk kecelakaan kerja. Sedang kan saya sebagai istri tidak sanggup membayar tagihan sebesar 40 jt.saat ini pihak RS ASRAMA HAJI sudah menagih/minta pembayaran,dan saya bener2 tidak sanggup membayar biaya sebesar itu.dan keadaan suami saya tidak bisa mengingat dengan betul. Tolong tolong saya Bpk/ibu tolong bantu saya Mohon bantuan nya"
439,Not Urgent,Sosial dan Kesejahteraan,"Rt setempat pilih-pilih dalam mendata warga untuk menerima bantusn dari pemerintah, orang yg kaya punya rumah sendiri malah dapat bantuan"
440,Urgent,Keamanan dan Ketertiban,"Sekelompok pemuda bergerombol dan bernyayi dengan suara keras hingga larut malam, digang kebangsren 4 surabaya. Sangat mengganggu warga yang akan istirahat,mohon dibantu untuk penertiban demi kenyamanan dan ketentraman warga"
441,Urgent,Infrastruktur,"Selamat Siang, Mohon untuk dilakukan perbaikan dan perapian trotoar di Jalan Raya kertajaya indah F302-F303..."
442,Not Urgent,Infrastruktur,"Mohon untuk di cek,akses jalan menuju kampung/dusun. alamat dusun Sajak,Desa Bodag,Kec. Kare, kab. MADIUN yang lumayan rusak"
443,Not Urgent,Sosial dan Kesejahteraan,"Tiap pagi (sekitar pk. 6 - 8) di jl. lebak jaya 2 ( didepan rumah no4 dan no 22) ada 1 orang Bapak tua dan 1 org Ibu mengendong bayi) yang duduk di pinggir jln (maaf - mengemis). Dan kalau sore (sekitar jam 4-5) ada 1 org Bapak Tuna Netra duduk/berdiri di depan rumah no. 1. Tolong ditindak lanjuti, kan ada ketentuan memberi uang pengemis dikenakan denda. terimakasih."
444,Urgent,Infrastruktur,"Jalan jati kalang, krian, Sidoarjo rusak menahun (hancur bukan rusak lagi) dan tidak pernah dibenahi, padahal itu akses utama orang kampung menuju jalan raya,"
445,Urgent,Lingkungan,"Dengan hormat Mohon bantuan mengenai warung kami yg terkena musibah tanah longsor,saya baru memulai usaha 4 bulan dengan modal pinjaman ke BRI terkena bencana tanah longsor,dan sekarang tempat saya usaha sdh tidak bisa ditempati,padahal saya harus tetap membayar pinjaman modal dari bank BRI,semoga pemerintah jatim bisa meringankan beban saya dan keluarga,terimakasih...."
446,Not Urgent,Sosial dan Kesejahteraan,Saya sama sekali tidak pernah mendapatkan batuan dari pemerintah jatim dan saya tidak tau gimana caranya bisa mendapatkan dana bantuan tersebut..
447,Not Urgent,Pelayanan Publik,Sulitnya mengajukan izin usaha di daerah ini    
448,Urgent,Lingkungan,Banjir yang disebabkan oleh pembangunan drainase yang buruk 
449,Urgent,Lingkungan,Mohon ijin Ibu saya warga jl.tapak siring no 14H rt 02 rw 04 kel.samaan kec.klojen kota Malang.saya mau melaporkan bahwa pada hari Jumat tgl 8 April 2022 rumah saya terkena dampak banjir sungai Brantas sehingga plengsengan yang di buat pemerintah dulu setinggi 15 meter dan panjang 40 meter ambrol.Dan yang terdampak 3 rumah.mohon ijin untuk di tindak lanjuti karena bila hujan terus maka 3 rumah ini akan ambrol dan sangat membahayakan bagi nyawa yg ada d rumah.
450,Urgent,Lingkungan,"Banyak sekali sampah di pantai, mohon dibersihkan supaya bisa kembali dijadikan tempat wisata"
